Course,Prerequisite_3_grade,Part_Time,Remarks,Prerequisite_1_grade,Face_to_Face,Prerequisite_2,Description,Online,Duration_Time,Currency,Country,Career_Outcomes,Faculty,Prerequisite_2_grade,Availability,City,Int_Fees,Prerequisite_3,Blended,University,Duration,Level_Code,Local_Fees,Prerequisite_1,Full_Time,Currency_Time,Website,Course_Lang,Distance,Offline
Bachelor of Commerce/ Bachelor of Information Technology - MGIT01,,yes,['The university did not announce the selection rank(ATAR) yet'],65,yes,IELTS,"If you’re looking for an exceptional career in commerce and information technology (IT), then the UC Bachelor of Commerce/Bachelor of Information Technology double degree offers the perfect platform from which to forge ahead with confidence.",yes,Years,AUD,Australia,economist / wealth manager / business development manager / business analyst / project manager / ICT consultant / data scientist / database administrator / information security analyst / cyber security specialist/forensics / system architect/technical architect / user interface designer / artificial intelligence/machine learning engineer / web/mobile app developer / software engineer / games developer / robotics specialist / system administrator / digital marketing manager / network administrator/engineer.,Computer Science & Information Technology,6.0,A,Canberra,"32,300",,yes,University of Canberra,4,BA,CSP,year 12,yes,year,"https://www.canberra.edu.au/coursesandunits/course?course_cd=MGIT01&version_number=2&title=Bachelor-of-Commerce/-Bachelor-of-Information-Technology&location=BRUCE&rank=AAA&faculty=Faculty-of-Business,-Government---Law&year=2021",English,no,yes
Bachelor of Commerce/ Bachelor of Laws - MGSC01,,yes,['The university did not announce the selection rank(ATAR) yet'],85,yes,IELTS,Looking for a challenging career in the legal or financial sector? Then the Bachelor of Commerce/Bachelor of Laws double degree is the perfect way to give you the knowledge and skills to enter the public sector as a manager or confidently take on the world of international business.,yes,Years,AUD,Australia,accounting / banking and financial services / business administration / economics / human resource management / private practitioner / barrister / solicitor.,Business & Commerce & Finance & Accounting,6.0,A,Canberra,"32,300",,yes,University of Canberra,5,BA,CSP,year 12,yes,year,"https://www.canberra.edu.au/coursesandunits/course?course_cd=MGSC01&version_number=1&title=Bachelor-of-Commerce/-Bachelor-of-Laws&location=BRUCE&rank=AAA&faculty=Faculty-of-Business,-Government---Law&year=2021",English,no,yes
Bachelor of Communication and Media (Corporate and Public Communication) - ARB101,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"This course aims to produce critically aware, ethically responsible and multi-skilled professionals who will thrive in the interlinked industries of public relations, public affairs and corporate communications.",yes,Years,AUD,Australia,Public relations executive / Publicist / Freelance public relations consultant / Public affairs manager / Corporate communications manager / Community relations officer / Media manager / Communication strategist / Media adviser / Marketing manager / Social media/online community manager / Communication officer or manager / Fundraising/sponsorship manager,Business & Commerce & Finance & Accounting,6.0,A,Canberra,"28,000",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB101&version_number=1&title=Bachelor-of-Communication-and-Media-(Corporate-and-Public-Communication)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Communication and Media (Journalism) - ARB102,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"With a Bachelor of Communication and Media (Journalism) from the University of Canberra, you’ll be on the path to an exciting journalistic future. With unrivalled opportunities due to the unique Canberra location and proximity to the Parliament House Press Gallery, you’ll study the art of storytelling and learn how to tell true, accurate and intriguing stories about our world.",no,Years,AUD,Australia,"Journalist (newspaper, magazine, radio, television and online) / Communications officer / Editor / Producer / Media adviser / Social media coordinator / Online community manager / Digital campaigner / Content creator and marketer / Social entrepreneur / Digital editor/curator / Multi-platform content creator / Videographer/photographer/podcaster / Professional writer",Mass Communication & Media,6.0,A,Canberra,"28,000",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB102&version_number=1&title=Bachelor-of-Communication-and-Media-(Journalism)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Communication and Media (Marketing Communication) - ARB103,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"Are you looking for a springboard to work in the rapidly evolving and multifaceted marketing communications industry? With this degree from UC, you’ll develop skills and knowledge in strategic and brand development, media engagement, advertising and cross-platform digital communication. You’ll refine your analytical and problem-solving skills, as well as your understanding of professionalism and social responsibility.",yes,Years,AUD,Australia,Advertising account executive / Advertising campaign manager / Advertising traffic manager / Account coordinator / Account planner / Brand manager / Digital advertising sales manager / Digital advertising specialist / Events manager / Marketing manager / Marketing consultant / Marketing analyst / Product manager / Media coordinator / Media planner/buyer / Art director / Illustrator / Copywriter / Sales agent / Social media coordinator / Direct marketing coordinator / Media analyst / Promotions manager / Sponsorship coordinator / Web analytics consultant / Website designer,Business & Commerce & Finance & Accounting,6.0,A,Canberra,"28,000",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB103&version_number=1&title=Bachelor-of-Communication-and-Media-(Marketing-Communication)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Communication and Media (Sports Media) - ARB104,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"If you love sports and telling stories in equal measure, then UC’s Bachelor of Communication and Media (Sports Media) is for you. You’ll explore the media’s role in the reporting of sport and its influence on Australian society and the broader global context.",no,Years,AUD,Australia,"Sports journalist (newspaper, magazine, radio, television and online) / Digital media producer / Sports communications officer / Sports marketing officer / Sports editor / Media adviser",Mass Communication & Media,6.0,A,Canberra,"28,000",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB104&version_number=1&title=Bachelor-of-Communication-and-Media-(Sports-Media)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Communication and Media/ Bachelor of Event and Tourism Management - ARMG01,,yes,['The university did not announce the selection rank(ATAR) yet'],65,yes,IELTS,"Use your energy and creativity to design and produce the finest social events, then use your communication and media skills to present your masterpiece on the world stage with the UC Bachelor of Communication and Media/Bachelor of Event and Tourism Management double degree.",yes,Years,AUD,Australia,event manager / conference centre manager / tourism information officer / restaurant manager / public relations officer / marketing manager / festival program director / advertising campaign manager / wedding planner / travel consultant / tourism policy officer / local government economic development manager / tourism research consultant / tourism attraction manager / tourism bus company manager / hotel or resort executive.,Tourism and Hotel Management,6.0,A,Canberra,"29,000",,yes,University of Canberra,4,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARMG01&version_number=1&title=Bachelor-of-Communication-and-Media/-Bachelor-of-Event-and-Tourism-Management&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Communication and Media/ Bachelor of Laws - ARSC02,,yes,['The university did not announce the selection rank(ATAR) yet'],85,yes,IELTS,"Take the legal practical problem-solving nature of law and combine it with the creative, critical and professional capabilities of communications and media – and together you have a powerful double degree that will develop your legal and advocacy skills while showing you how to create your own and others’ unique brand identities from the ground up.",yes,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Mass Communication & Media,6.0,A,Canberra,"30,300",,yes,University of Canberra,5,BA,CSP,year 12,yes,year,"https://www.canberra.edu.au/coursesandunits/course?course_cd=ARSC02&version_number=1&title=Bachelor-of-Communication-and-Media/-Bachelor-of-Laws&location=BRUCE&rank=AAA&faculty=Faculty-of-Business,-Government---Law&year=2021",English,no,yes
Bachelor of Creative Industries (Acting and Performance) - ARB401,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Acting and Performance) offers a structured course of learning and training in the craft of acting and performance. The course is presented in an innovative partnership between TAFE Queensland and the University of Canberra, preparing graduates with the skills, knowledge, and outlook to build a sustainable career in the performing arts industry.The course offers: lively, detailed and focused training in acting, voice and body skills; regular performance opportunities to play to live audiences; intense development of the acting student's creative voice as an independent performance maker. Plays, readings, online resources and academic materials are designed to inspire, challenge and motivate the training actor. Students are expected to develop as actors and performers who think for themselves, respect their own ideas and ideals, and use theatre and film as a means to share those ideas and ideals. Students are encouraged to understand and explore their place of performance in a contemporary world.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Brisbane,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB401&version_number=1&title=Bachelor-of-Creative-Industries-(Acting-and-Performance)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Acting and Performance) - ARB401,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Acting and Performance) offers a structured course of learning and training in the craft of acting and performance. The course is presented in an innovative partnership between TAFE Queensland and the University of Canberra, preparing graduates with the skills, knowledge, and outlook to build a sustainable career in the performing arts industry.The course offers: lively, detailed and focused training in acting, voice and body skills; regular performance opportunities to play to live audiences; intense development of the acting student's creative voice as an independent performance maker. Plays, readings, online resources and academic materials are designed to inspire, challenge and motivate the training actor. Students are expected to develop as actors and performers who think for themselves, respect their own ideas and ideals, and use theatre and film as a means to share those ideas and ideals. Students are encouraged to understand and explore their place of performance in a contemporary world.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Queensland,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB401&version_number=1&title=Bachelor-of-Creative-Industries-(Acting-and-Performance)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Applied Fashion) - ARB402,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Applied Fashion) offers students a unique opportunity to study fashion. A major strength of this course is its position within a specialist design, visual arts, and multi-media institution with the potential for students to work alongside other cultural and creative disciplines. The course prepares students for a career in the highly competitive fashion industry by ensuring that graduates have the vocabulary and industry knowledge they need to succeed. Students on this course are expected to be autonomous and have a strong work ethic, focused and highly motivated. The course is located in a dynamic and creative studio environment. Individual development is supported and nurtured through experimentation, exploration and innovation.The course aims to initially develop student's key skillsets covering research, design, manufacturing and pattern cutting, which will underpin and inform a personal design philosophy and the chosen area of specialism. As students learn to excel in design, they are encouraged to venture outside the immediate discipline of fashion design and visual media to assess the needs of the ever-changing global economy to provide design solutions for the future. The course engages with many market levels, from couture to high street, through a range of projects, many of which are in sponsored by specific labels or companies.The course encourages and supports students to find relative work placements, which enable them to experience the reality of working within the industry or a particular company, together with the opportunity to build useful networks for a future career. This wider involvement with the fashion industry and society is invaluable to their development as a designer.The course strives to create professionals who aspire to be reflective practitioners and possess the confidence and skills to productively contribute to the future development of fashion.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Queensland,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB402&version_number=1&title=Bachelor-of-Creative-Industries-(Applied-Fashion)&location=TQB-MG&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Contemporary Music Practice) - ARB403,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"This course aims to give students a thorough grounding in 21st Century contemporary music practice. It covers music composition, performance, and theory, with embedded analytical studies of historical, cultural and technological applications in commercial contexts. It focuses on the nurturing and developing of a holistic, creative and entrepreneurial approach to music making, in order to prepare the student with the best chance of success in a highly competitive and global marketplace.This qualification is ideally suited to students interested in establishing long term careers in contemporary, commercial music performance and/or music composition, specifically live and studio groups and solo performers, songwriters, composers for media, music producers and D.J.s, arrangers, orchestrators and sound designers. The course is also well suited to musicians and composers wishing to improve their general business skills, update their practical skills and knowledge using the latest music technologies and improve their understanding of music theory.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Brisbane,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB403&version_number=1&title=Bachelor-of-Creative-Industries-(Contemporary-Music-Practice)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Contemporary Music Practice) - ARB403,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"This course aims to give students a thorough grounding in 21st Century contemporary music practice. It covers music composition, performance, and theory, with embedded analytical studies of historical, cultural and technological applications in commercial contexts. It focuses on the nurturing and developing of a holistic, creative and entrepreneurial approach to music making, in order to prepare the student with the best chance of success in a highly competitive and global marketplace.This qualification is ideally suited to students interested in establishing long term careers in contemporary, commercial music performance and/or music composition, specifically live and studio groups and solo performers, songwriters, composers for media, music producers and D.J.s, arrangers, orchestrators and sound designers. The course is also well suited to musicians and composers wishing to improve their general business skills, update their practical skills and knowledge using the latest music technologies and improve their understanding of music theory.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Queensland,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB403&version_number=1&title=Bachelor-of-Creative-Industries-(Contemporary-Music-Practice)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Drama and Performance) - ARB404,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Drama and Performance) provides its graduates with the learning and experience to initiate and build creative performances, projects and events. The course is presented in an innovative partnership between TAFE Queensland and the University of Canberra. Graduates will be able to engage as arts facilitators, educators, producers and project managers in creating, leading and facilitating projects that are designed to have social, economic and cultural impacts on individuals, organisations and communities. Graduates will be able to work across a variety of media and collaborate with performance makers, educational institutions and community organisations. As a graduate, you will learn to operate in varied organisational contexts, engaging in both non-profit and commercial activities. A range of elective units is on offer to expand the student's skills base and knowledge including study in Music, Visual Arts, Gaming, Fashion and Digital Design.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Brisbane,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB404&version_number=1&title=Bachelor-of-Creative-Industries-(Drama-and-Performance)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Drama and Performance) - ARB404,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Drama and Performance) provides its graduates with the learning and experience to initiate and build creative performances, projects and events. The course is presented in an innovative partnership between TAFE Queensland and the University of Canberra. Graduates will be able to engage as arts facilitators, educators, producers and project managers in creating, leading and facilitating projects that are designed to have social, economic and cultural impacts on individuals, organisations and communities. Graduates will be able to work across a variety of media and collaborate with performance makers, educational institutions and community organisations. As a graduate, you will learn to operate in varied organisational contexts, engaging in both non-profit and commercial activities. A range of elective units is on offer to expand the student's skills base and knowledge including study in Music, Visual Arts, Gaming, Fashion and Digital Design.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Queensland,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB404&version_number=1&title=Bachelor-of-Creative-Industries-(Drama-and-Performance)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Visual Arts) - ARB405,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Visual Arts) provides you with an open and supportive studio environment for you to define and shape your career as a Visual Artist. It begins with hands-on traditional skills and techniques and grounds your understanding of contemporary culture historically and theoretically. It explores contemporary arts interface with digital technologies and expands into cross media, multi-disciplinary visual arts practice.The course has an industry engagement/employment focus and explores different genres of arts practice, art communities, curating, design/commercial opportunities and contemporary visual identities.The flexible course adapted to your personal strengths and aspirations will allow you to build your skills and understanding of contemporary art and culture and to develop and maintain a strong practice in the Visual Arts sector.Graduates become practising artists who develop their careers in a wide range of art, design and culturally related fields including gallery exhibitions, arts education, arts administration, curating, exhibition and display design, public art, product design, illustration, and publications.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Brisbane,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB405&version_number=1&title=Bachelor-of-Creative-Industries-(Visual-Arts)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Creative Industries (Visual Arts) - ARB405,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Creative Industries (Visual Arts) provides you with an open and supportive studio environment for you to define and shape your career as a Visual Artist. It begins with hands-on traditional skills and techniques and grounds your understanding of contemporary culture historically and theoretically. It explores contemporary arts interface with digital technologies and expands into cross media, multi-disciplinary visual arts practice.The course has an industry engagement/employment focus and explores different genres of arts practice, art communities, curating, design/commercial opportunities and contemporary visual identities.The flexible course adapted to your personal strengths and aspirations will allow you to build your skills and understanding of contemporary art and culture and to develop and maintain a strong practice in the Visual Arts sector.Graduates become practising artists who develop their careers in a wide range of art, design and culturally related fields including gallery exhibitions, arts education, arts administration, curating, exhibition and display design, public art, product design, illustration, and publications.",no,Years,AUD,Australia,business owner / entrepreneur / journalist / marketing communications manager / corporate and public communications lawyer / sports media lawyer / barrister / solicitor / legal consultant/specialist / policy advisor.,Creative Arts & Design & Music,6.0,A,Queensland,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB405&version_number=1&title=Bachelor-of-Creative-Industries-(Visual-Arts)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Design (Industrial Design) - ARB201,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"Industrial design has its roots in the designing and making of products, and the understanding and application of design in manufacturing. With a Bachelor of Design (Industrial Design) you’ll apply both traditional and advanced digital techniques to a wide range of products, while gaining a knowledge of both materials and production processes. You’ll explore advanced communication skills, including digital manipulation and fabrication via additive and subtractive technologies, and will develop user-centred approaches to developing products.",yes,Years,AUD,Australia,Design consultant / Design strategist / Product designer / Furniture designer / Consumer appliance designer / Design researcher / 3D modeller / Digital manufacturing designer / Advanced manufacturing designer,Engineering,6.0,A,Canberra,"31,400",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB201&version_number=1&title=Bachelor-of-Design-(Industrial-Design)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Design (Interaction Design) - ARB202,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"Interaction Design (also known as IxD) is the practice of designing interactive digital products, environments, systems, services and products for use by people. By studying at UC you’ll explore the capabilities of humans in terms of emotion, perception and cognitive ability, and use this knowledge to conceive, design and build human-centric interaction systems.",yes,Years,AUD,Australia,Interaction designer / UX (user experience) designer / UI (user interface) designer / Visual designer / Digital designer / Usability researcher / Information architect / UI artist / UX/UI developer / Content strategist / Web designer/developer / Web/mobile designer / Front-end web developer/designer / Back-end web developer,Law,6.0,A,Canberra,"31,400",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB202&version_number=1&title=Bachelor-of-Design-(Interaction-Design)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Design (Visual Communication Design) - ARB203,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"Study a Bachelor of Design (Visual Communication Design) and set yourself on the path to a successful design career. You’ll explore how, as humans, we communicate and organise information in visually accessible ways, and develop a well-rounded understanding of the theory and practice of communication design. The course investigates both a traditional print-based design perspective and one which covers web-based applications and new technologies.",yes,Years,AUD,Australia,Graphic designer / Multimedia designer / Art director / Creative director / Digital designer / Illustrator / Package designer / Design strategist / Interactive designer / Design researcher / Visual designer,Mass Communication & Media,6.0,A,Canberra,"31,400",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB203&version_number=1&title=Bachelor-of-Design-(Visual-Communication-Design)&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Design/Bachelor of Communication and Media - ARAR02,,yes,['The university did not announce the selection rank(ATAR) yet'],60,yes,IELTS,"Explore the intricacies of design and discover how creativity, form and function can inspire and influence. Then combine this with the hands-on knowledge and experience required of journalists, marketing managers and other media and communications professionals around the world to forge an exciting creative career with tangible results with UC’s Bachelor of Design/Bachelor of Communications and Media double degree.",yes,Years,AUD,Australia,industrial designer / urban planner / set designer / graphic designer / design consultant / digital manufacturing designer / creative copywriter / editor / advertising account manager / content developer / digital media specialist / social media manager / journalist / campaign manager / media or marketing analyst / producer / publisher.,Mass Communication & Media,6.0,A,Canberra,"31,400",,yes,University of Canberra,4,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARAR02&version_number=1&title=Bachelor-of-Design/Bachelor-of-Communication-and-Media&location=BRUCE&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Digital Design (Digital Media) - ARB301,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Digital Design (Digital Media) is a specialist course that focuses on the essential practical knowledge needed to create complex interactive media.Graduates will gain up-to-date skills using industry-standard technologies in virtual and augmented reality, digital photography, digital audio, interactive fiction, video and animation to create digital media stories and experiences for the 21st century.Graduates will be able to identify and anticipate emerging technological trends; critically analyse digital and interactive media works and production processes; create advanced digital media artefacts and work effectively in production environments which mirror those found in digital and interactive media workplaces.",no,Years,AUD,Australia,industrial designer / urban planner / set designer / graphic designer / design consultant / digital manufacturing designer / creative copywriter / editor / advertising account manager / content developer / digital media specialist / social media manager / journalist / campaign manager / media or marketing analyst / producer / publisher.,Computer Science & Information Technology,6.0,A,Brisbane,"29,000",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB301&version_number=1&title=Bachelor-of-Digital-Design-(Digital-Media)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Digital Design (Digital Media) - ARB301,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"The Bachelor of Digital Design (Digital Media) is a specialist course that focuses on the essential practical knowledge needed to create complex interactive media.Graduates will gain up-to-date skills using industry-standard technologies in virtual and augmented reality, digital photography, digital audio, interactive fiction, video and animation to create digital media stories and experiences for the 21st century.Graduates will be able to identify and anticipate emerging technological trends; critically analyse digital and interactive media works and production processes; create advanced digital media artefacts and work effectively in production environments which mirror those found in digital and interactive media workplaces.",no,Years,AUD,Australia,industrial designer / urban planner / set designer / graphic designer / design consultant / digital manufacturing designer / creative copywriter / editor / advertising account manager / content developer / digital media specialist / social media manager / journalist / campaign manager / media or marketing analyst / producer / publisher.,Computer Science & Information Technology,6.0,A,Queensland,"29,000",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB301&version_number=1&title=Bachelor-of-Digital-Design-(Digital-Media)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Digital Design (Game Design) - ARB302,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"In the Bachelor of Digital Design (Game Design) students will gain experience in the design and creation of games. This will include the theoretical and practical skills and knowledge required to work in either a technical or creative role. Students will develop an understanding of the game design and production process from concept development and idea generation through to the production methodologies that are applied in today's leading game studios. The course also encompasses aspects of human-centred and player-centred design methodologies.Students will gain a thorough understanding of game design developing skills in areas such as game design and game art. This will include key concepts such as game mechanics, artificial intelligence, 3D graphics, animation and real-time technology. These areas of expertise will be enhanced by exposure to essential knowledge required to participate and engage with the games and interactive design industry. This will include areas such as teamwork, problem-solving strategies and contemporary production methodologies.Learning will be achieved through activities such as creating interactive works, engaging with the game industry and its members, reviewing both historical and contemporary creative work and literature. All students that complete the qualification will be given the opportunity to apply their skills and knowledge to the development of creative works. (You will make games!)",no,Years,AUD,Australia,industrial designer / urban planner / set designer / graphic designer / design consultant / digital manufacturing designer / creative copywriter / editor / advertising account manager / content developer / digital media specialist / social media manager / journalist / campaign manager / media or marketing analyst / producer / publisher.,Computer Science & Information Technology,6.0,A,Brisbane,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB302&version_number=1&title=Bachelor-of-Digital-Design-(Game-Design)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
Bachelor of Digital Design (Game Design) - ARB302,,yes,['The university did not announce the selection rank(ATAR) yet'],Not Available,yes,IELTS,"In the Bachelor of Digital Design (Game Design) students will gain experience in the design and creation of games. This will include the theoretical and practical skills and knowledge required to work in either a technical or creative role. Students will develop an understanding of the game design and production process from concept development and idea generation through to the production methodologies that are applied in today's leading game studios. The course also encompasses aspects of human-centred and player-centred design methodologies.Students will gain a thorough understanding of game design developing skills in areas such as game design and game art. This will include key concepts such as game mechanics, artificial intelligence, 3D graphics, animation and real-time technology. These areas of expertise will be enhanced by exposure to essential knowledge required to participate and engage with the games and interactive design industry. This will include areas such as teamwork, problem-solving strategies and contemporary production methodologies.Learning will be achieved through activities such as creating interactive works, engaging with the game industry and its members, reviewing both historical and contemporary creative work and literature. All students that complete the qualification will be given the opportunity to apply their skills and knowledge to the development of creative works. (You will make games!)",no,Years,AUD,Australia,industrial designer / urban planner / set designer / graphic designer / design consultant / digital manufacturing designer / creative copywriter / editor / advertising account manager / content developer / digital media specialist / social media manager / journalist / campaign manager / media or marketing analyst / producer / publisher.,Computer Science & Information Technology,6.0,A,Queensland,"26,700",,yes,University of Canberra,3,BA,CSP,year 12,yes,year,https://www.canberra.edu.au/coursesandunits/course?course_cd=ARB302&version_number=1&title=Bachelor-of-Digital-Design-(Game-Design)&location=TQB-SB&rank=AAA&faculty=Faculty-of-Arts-and-Design&year=2021,English,no,yes
